cliente_id,produto_id,nota,comentario,data_avaliacao
73403,97258,5,Sequi adipisci blanditiis quod vero velit voluptatem odio doloribus omnis numquam.,2024-10-02
24365,19653,1,Sit quasi asperiores tempora consectetur numquam consectetur nam.,2024-03-10
18385,31672,1,Recusandae expedita deserunt sint sit sed omnis magnam ducimus voluptatum quia nulla saepe.,2024-01-09
91671,48091,3,Veritatis quibusdam inventore dolorem eos tempora dolore excepturi veniam perspiciatis facere.,2024-03-15
63067,29620,4,Tempora ea amet eos sit placeat distinctio rem similique sequi molestias.,2024-09-21
34289,64828,5,Magnam saepe reiciendis dolor minima adipisci soluta nemo alias consequatur voluptatibus dolores quam asperiores.,2024-03-07
16292,16810,3,Quos neque quia tempora eveniet laudantium sapiente.,2024-05-09
45829,32963,3,In omnis dicta molestiae illo voluptates ducimus repudiandae.,2024-07-04
68557,69952,4,Vel laborum vitae eum dolore dignissimos sunt veritatis iure architecto reiciendis aperiam veritatis.,2024-06-08
25252,78406,5,Reprehenderit beatae blanditiis aliquid asperiores unde modi.,2024-07-01
20585,19405,2,Unde dolorem distinctio iste officia iure quidem alias exercitationem.,2024-09-03
39353,72605,2,Eius accusantium laboriosam alias labore vero saepe repellendus repellat mollitia ipsa aliquid temporibus.,2024-03-06
77013,85288,1,Dolores fugit ipsum voluptatibus ipsam officiis ipsam praesentium cumque deserunt aperiam saepe.,2024-07-07
88617,13613,1,Natus vel asperiores nobis eum voluptatem numquam.,2024-08-25
11017,37406,5,Dolores fuga numquam nesciunt voluptas temporibus.,2024-02-08
50833,75959,3,Reprehenderit iusto minima autem itaque suscipit inventore eius nihil enim reiciendis.,2024-05-23
80262,38574,4,Eligendi qui corrupti ipsa facere dolores nulla.,2024-09-11
39114,98926,4,Beatae iste repudiandae dicta illo necessitatibus vero animi velit iste est.,2024-01-13
8571,23193,3,Possimus tempore voluptates recusandae ullam quia similique atque in harum maxime earum.,2024-04-06
34020,29884,2,Natus perferendis delectus quibusdam occaecati debitis aliquid.,2024-09-22
63732,77935,4,Consectetur repellat sunt quis quod impedit odio possimus error soluta et minima.,2024-10-07
5407,12545,4,Ipsa amet inventore repellendus quos rerum reprehenderit expedita aliquam occaecati exercitationem molestiae.,2024-02-13
60535,51681,4,Itaque officiis enim dolor sit aliquid nostrum.,2024-08-22
36548,78600,4,Aut sequi nobis aperiam quaerat sed blanditiis.,2024-05-25
73376,96223,4,Excepturi quod perferendis iusto velit iusto omnis quia eligendi alias quaerat.,2024-01-20
11025,24186,5,Odit sunt minus quos nulla eligendi saepe sed neque quis nihil.,2024-08-06
83598,98239,3,Maiores pariatur pariatur alias sit nobis nemo quod.,2024-02-23
98302,76470,4,Corporis minima praesentium commodi cumque nesciunt ab quod totam doloremque quia modi.,2024-03-14
36406,38574,5,Repudiandae delectus tempora minus debitis mollitia alias sunt eius repellat quae nesciunt.,2024-04-03
